id,SalePrice
2658,109500.29125044227
2718,176267.4661879043
2414,219700.45326425752
1989,112440.55380265281
625,162162.47797918064
333,86225.87181650079
1327,98273.33763094991
858,159176.69292329036
95,193767.58397113672
1568,166276.45526258985
2482,176819.5455891972
1364,120247.81508040667
2584,154569.63037664758
818,262454.71694550116
2673,153825.4750762481
2089,123089.74270559842
1297,144802.35392793524
790,122332.9125128907
2616,207713.86244995997
720,186934.38717921154
222,152277.65089612093
557,114401.85324867081
1148,193209.44987243786
2766,164689.71004631085
534,168326.1349064081
1452,124111.00423022173
630,150237.2935486195
2648,151076.28365851904
125,150494.51262969163
1904,48624.20432553647
1670,100149.50216003781
756,122515.12385780347
717,188064.88436063682
1032,159526.91494725767
852,223787.44110315945
1731,162879.2291123137
2639,107562.56767298258
2071,73891.75804180276
1267,145290.6542210754
1851,208874.7966463641
567,177437.80890599964
2439,212857.5305230359
1898,151750.09651182813
647,166592.8606901103
2256,234368.72733758355
979,93820.64479509986
1444,227024.68109758676
2485,134476.31562564644
157,104645.73795226967
88,108621.76362879208
2003,105035.3993964406
186,185481.3072230363
1425,230774.72656551882
2695,129671.99418064591
738,95264.2102914527
395,146736.637340324
1353,156926.38390515657
1878,161537.76332744322
390,150648.1426780747
1456,237514.01580873935
1103,306581.2818037141
1387,136228.39359789673
2070,132841.5449701213
1199,157419.28808843571
2479,194176.01536085305
501,311065.310468406
2362,87446.71705338542
1718,258674.02012355498
2188,92967.46169495786
1483,174800.94425668847
2557,111224.51286245295
437,360735.80471170845
2224,193398.45381723566
1628,185528.6753327959
397,121349.25844345102
587,190594.7426680256
971,182877.00426006725
2611,108319.89897809824
1887,78878.85730974362
2399,347453.5433974089
2148,209156.19829853944
304,114520.98291634233
1997,142809.57768410165
2817,122198.55229994585
1431,188843.67463097465
427,347507.3096468168
263,128478.4257106121
598,180736.21573327936
2895,235210.0164503075
687,125407.62470779323
1822,130907.47811695992
2191,109936.61125291203
179,80402.8151094977
1009,257107.89497854817
2010,119272.27305664134
1991,135991.5789118259
1411,173032.65571068606
1721,282888.07980048476
1144,198973.38418692874
593,195819.71133609803
575,302358.25278017425
1249,178139.79283602606
1604,124107.19705802668
1064,388234.5235849243
1923,135685.77728727885
1988,110459.11014859949
2325,178889.06293054583
114,188449.43151083466
2700,175197.5173355096
217,138694.7165849898
343,172229.47409117396
386,207977.0365827224
2005,90006.87347060099
2908,122081.86903576803
1814,220913.4013269745
2446,401449.7315906008
208,153806.95722135552
1679,112562.19436614617
822,290112.14443948655
6,210198.68483033602
1781,346732.9296445511
2397,302919.79247523553
2340,309978.2634300748
1618,165717.1862450192
2843,155757.5206050258
1061,353888.93229876494
2786,126442.31526544166
1935,124881.1797565752
1341,119755.75256693189
521,240773.93650170078
2136,163860.17134574882
996,184067.9639982602
227,157317.29105321894
135,159736.79445400077
1167,171981.14700367884
294,222757.60114714166
1776,195098.17156028433
540,154939.63258483098
